LOC100693400	LG8_24:5686064-5688370
LOC102083174	LG7:42152531-42157881
LOC100695925	LG15:5657406-5663241
LOC100706266	LG5:13408143-13438636
LOC100695708	LG18:6189053-6191633
LOC100699147	LG6:17837519-17840443
LOC100697627	LG3:5627967-5640675
LOC102078310	UNK9:391632-394334
dpp3,LOC100709068,LOC102076248	UNK3:2527657-2551513
LOC100699726	LG23:20273022-20277960
zswim6	LG12:20045304-20093232
ccar1	LG13:19847313-19861906
LOC100701957	UNK38:727210-734780
LOC100698100	UNK67:398937-403741
LOC102080378,LOC100697412,LOC102079984	LG22:13925498-13965289
LOC100703933	LG22:399043-411020
LOC100702889	LG11:11942678-11960524
LOC102076662	LG13:29519635-29540586
LOC102080290	LG9:10953163-10954990
LOC102081831	UNK309:86458-89589
LOC102077998	LG12:1555870-1561901
LOC100705717	LG20:19170340-19388555
LOC100699879	LG1:20693657-20712111
LOC100694042	LG4:19671797-19674846
LOC100706215	LG22:5322302-5327130
LOC100700503	LG14:20383711-20447546
LOC102079872	LG11:30142083-30153236
LOC100706931,LOC102078661	LG12:2993615-3270400
LOC100706202,LOC100709594	LG9:8512708-8529508
LOC100690478	LG16_21:10846188-10854101
LOC102082426	UNK72:498264-540420
LOC100710887	UNK50:585665-628527
LOC100704282	LG12:26610744-26620855
LOC100708715	LG8_24:26938049-26945169
LOC100690878	LG20:5143735-5171896
LOC100705152	LG16_21:17255025-17271021
LOC102077001,LOC102077061,LOC100708010	LG6:16914190-17029857
LOC100708951	LG7:9313111-9335265
LOC100693473	UNK29:852431-896938
LOC100710261	UNK8:999017-1007310
LOC100694830	LG18:10024410-10029878
LOC100705283	LG1:26016184-26030505
LOC100712267	LG5:7390594-7402284
LOC102079487	UNK596:52815-54017
cnnm4,LOC100694361	LG15:10411500-10465848
LOC100708397	LG18:16208093-16214531
LOC100710928	LG2:11207765-11211709
LOC100709588	LG8_24:16004867-16018163
LOC100709610	LG18:20814021-20822219
LOC102078627	UNK24:761234-761920
LOC100704654	LG18:4941313-4950757
LOC100709012	LG5:36155737-36162593
LOC100709500	LG4:8775202-8778664
LOC102076869	LG4:27315282-27317955
LOC100698008	UNK140:170366-180196
LOC100708521	LG7:20409024-20418884
LOC100692849,LOC102081170,LOC100692579	UNK143:110048-173964
LOC100700571,LOC102080670	LG6:24370667-24390980
LOC102082174,LOC102082440	LG2:10206287-10214685
LOC100695048	LG10:7454615-7461148
LOC102078973	UNK106:56402-62801
LOC100708059	LG5:19690684-19693401
LOC100712465	LG5:1861799-2095647
LOC100697518	LG15:8519942-8538709
LOC102076513	UNK1298:2803-5074
LOC100697542	LG15:11680918-11786803
LOC100707276,LOC102078324	LG20:31120325-31138407
LOC102076135	LG18:2280751-2375028
LOC102078672	UNK281:119228-155175
LOC100702190	LG20:26366021-26367965
LOC100706495	UNK11:1394529-1401663
LOC100699887	UNK173:296394-311739
LOC100707731	LG17:11190886-11198257
LOC100711839	LG15:7044450-7054315
LOC100708255	LG12:28556632-28563340
LOC100710430	LG6:15110040-15113507
LOC100699141	LG19:22629454-22677956
LOC100695383,LOC100695644	LG4:7699869-7709226
LOC102082745	UNK55:828155-834180
LOC100692620	LG16_21:21105625-21139672
LOC100692825	LG12:11811122-11815200
LOC102081623	UNK152:440831-442348
LOC100691301	UNK31:1420200-1478077
eea1	LG7:43867225-43886705
LOC102079569	UNK54:980507-1009570
LOC100702717,LOC100702986	LG17:20057613-20074134
LOC100694863	LG2:21710489-21713741
LOC100710940	LG17:16534971-16546763
LOC102077854	LG8_24:24070431-24075742
LOC100710376	LG20:7303756-7314817
LOC100700717	LG5:17687759-17723136
LOC102079685	UNK207:72575-122195
LOC102081329,LOC100709321	LG14:11348818-11437399
LOC100712256	LG7:6167574-6185543
LOC100704370	LG19:702718-727862
LOC102081312	UNK1:4206718-4225074
LOC100702723	LG15:5003968-5006822
LOC100691809	LG10:10087690-10094225
LOC100691377	LG17:7417770-7451776
slco5a1	LG9:9908565-9944354
LOC102079392,LOC100711628,LOC102079326,LOC100711356	UNK327:4201-106161
LOC100694608	LG18:18004972-18007012
LOC102080318	LG15:4464483-4469859
LOC100706446	UNK354:53902-54658
LOC100702268	LG19:15977129-15979271
LOC100696795	LG12:8901992-8903353
LOC102079143	LG9:15950003-15956173
LOC100705624	UNK26:1514986-1600344
LOC100692810	LG12:6042244-6064292
LOC100691220	LG10:7679628-7694513
LOC100708978	UNK3:3896202-3897412
atg14	LG19:18188399-18193451
LOC100707810	LG1:8349314-8385745
LOC100701075	LG13:12101667-12106088
LOC100692325	LG14:22522727-22527299
LOC102077488	UNK1128:146-5599
LOC100694380	UNK67:102300-103458
LOC100694510	LG7:47851279-47867356
LOC100711054	LG7:16441551-16480414
LOC100691744	LG19:2017111-2020770
LOC102083232	LG18:25915008-25923600
LOC100711109	LG19:10425559-10436444
LOC100693526,LOC100693251	LG12:18510041-18532813
LOC102082223	LG19:26148435-26149455
LOC102083158	UNK307:204011-206150
LOC100691347	LG4:8251630-8266098
LOC100705326	LG4:10704180-10719863
LOC100691430	LG20:12753337-12762731
LOC102079052	UNK1113:5134-5935
LOC102077682,LOC100710422	LG5:33822897-33841216
LOC100699008	LG1:9467567-9575926
LOC100710500	LG22:5752869-5755868
LOC100705274	UNK71:436843-441545
LOC102083316	LG6:24729138-24733566
scfd2	LG23:12440709-12546314
stxbp3	UNK131:377179-386651
LOC100710716	LG1:20674286-20676140
LOC100696382	UNK13:83058-101830
LOC100694318	LG4:22371088-22394030
LOC100701061	UNK187:349246-351368
LOC100692697	LG2:3998326-4002054
LOC100699582	LG10:1148012-1157022
LOC100703459	LG13:21454778-21458898
LOC100696498	LG14:14819663-14841381
LOC100703526	LG2:17474433-17481498
LOC102080581	LG22:9004798-9010531
LOC100698161	LG3:5517179-5528941
tns3	LG18:12283342-12317336
LOC102081689	LG16_21:28606594-28611969
LOC100706261	UNK4998:3-1141
LOC102078150	UNK519:67256-70832
LOC100698656	LG13:13007777-13030240
LOC102076042	UNK2558:46-1665
LOC102081496	UNK4991:9-1139
LOC100693478	LG22:25077684-25079632
LOC102079235	LG15:25875359-25890495
LOC100534576,LOC100698297	LG5:17953222-17962248
LOC100700214	LG16_21:12122295-12141050
LOC100691451	LG20:30019250-30039063
LOC100696429	UNK1:6919925-6980664
LOC100701543	LG22:13265509-13269648
LOC100708424	LG22:12109680-12131043
LOC102081101	LG6:34501822-34509263
LOC102081223	UNK37:1342269-1349133
LOC100692463	LG12:23305741-23308401
LOC100711724	LG7:40860852-40866265
sntg1	LG18:13367403-13406130
LOC100695560	LG12:30792355-30875299
tbc1d13,LOC100704857,LOC102076325,LOC102076218	LG7:34349235-34371410
LOC100703714,LOC102077374	LG10:11258621-11289326
LOC100712527	LG14:21977412-22119859
LOC100703872	LG4:28462667-28526767
LOC100697887	LG3:3660048-3662114
LOC100692781	LG23:18029242-18038520
LOC102080686	LG23:13029954-13038491
LOC100703505	UNK503:41188-60362
LOC100692896	LG5:22853552-22941666
LOC100707850	LG9:4783944-4798876
LOC100690596	LG11:6311076-6317443
LOC100691401	LG7:36265095-36276863
LOC100693592	LG23:12058502-12069194
LOC100695828,LOC102079931	LG2:16085540-16098748
LOC100711553	LG4:16231464-16236758
LOC100701157,usp34	UNK316:84460-198811
LOC100690690	UNK51:1031621-1040020
LOC100690503	UNK72:810097-819525
LOC102078914,myo18b	LG7:8810001-8868274
LOC100703686	LG7:31491291-31499400
LOC100707378	LG6:13938503-13941051
LOC100689807	LG7:202692-207787
LOC100703100	UNK14:1560019-1581557
LOC100704914	LG14:19020452-19037749
LOC100696632	LG14:4950844-4965058
LOC100691759	UNK78:298086-300283
LOC102082221	LG19:1308345-1323974
LOC102077223	UNK15:1543050-1559874
LOC100703076	LG7:46315436-46357540
LOC100703438	LG10:11328560-11331898
LOC100707293	LG11:27769275-27774558
LOC100691088	LG17:30309358-30312219
LOC100704461	UNK35:753252-753845
LOC100697735	UNK75:505448-515898
LOC100703784	LG7:34461630-34464253
LOC100694350	LG14:25676906-25678720
LOC100703390	UNK85:452800-457501
LOC100693809	UNK8:2297996-2325635
LOC100699393	LG5:24225777-24235028
LOC100701885	LG20:14082841-14135813
LOC100706770	UNK16:550365-552660
LOC102082263	LG11:31749246-31765609
LOC102081499,LOC102079550	UNK3:3185127-3220574
LOC100708453	LG17:19320679-19326551
LOC102078939	UNK141:202511-205076
LOC100703702	LG4:6646080-6664172
LOC102076034	LG7:1994757-1996444
LOC102077372	UNK7:2426314-2427130
LOC100690645,LOC100690372	LG19:11529716-11581697
LOC100709394	UNK250:83224-92370
LOC102082051	UNK2471:1627-2372
LOC100692269,LOC102080983	LG5:27773230-27793450
LOC102079857	UNK122:89255-97561
LOC100710296	LG7:43916163-43931885,LG7:43932156-43943478
LOC100689906	LG7:6257796-6265346
LOC100710964	UNK21:1453505-1454526
LOC102080421	UNK542:40880-45435
LOC102078440,akap6	LG19:23539479-23651668
LOC102082567	LG22:23724005-23726287
LOC100700778,LOC100701048	LG4:15144843-15186051
LOC100710486	LG9:8036085-8083504
LOC100695515	UNK42:135275-140498
LOC100707879	LG4:27987308-27994602
LOC102083131	LG19:6550982-6553873
LOC100702387	LG12:27171324-27182787
LOC102078154	UNK4559:367-1107
samd4b	LG14:21730905-21743403
LOC102078940	UNK183:14578-42197
LOC100701042	LG6:11229156-11491289
LOC100707289	LG18:17175510-17176918
LOC102082396	LG17:9564212-9569286
LOC100692237	LG9:17831957-17899604
tubgcp6	LG13:30944157-30968461
LOC102081902	UNK21:1264200-1267633
LOC100710647	LG23:13302844-13313664
LOC100706193	LG15:19482501-19499663
LOC100691470	LG11:15510268-15518246
LOC102079123	LG8_24:1123914-1126293
LOC100691212	LG6:33210605-33233673
LOC102080224	LG14:24809739-24812780
LOC102080089	UNK37:1171021-1171664
LOC102082634	LG23:12978005-12980056
LOC100704781,LOC100705217	LG13:30026677-30039628
LOC100692806	LG19:22018023-22050453
LOC100706289	LG5:26173454-26185086
C5,LOC102076301	LG12:33556998-33584658
LOC102076899	UNK2301:4-1103
LOC100691767	LG18:9086865-9090209
gmps	LG14:9603154-9615271
LOC100707806	LG17:21376495-21393402
pik3c2b	UNK69:222350-262525
LOC102078876	UNK67:770115-775563
LOC100706397	UNK5:2702919-2747806
LOC100690646	LG19:15729441-15732949
LOC100692948	UNK257:74639-78822
LOC100691242	LG7:4943626-4945009
LOC100711106	LG20:30268925-30280604
LOC100689903	UNK361:18799-22312
LOC100696343	LG5:8278623-8330073
LOC100695306	LG5:22332309-22356518
LOC100693613	LG5:4355360-4366057
LOC100705394	LG7:34189605-34229683
LOC100706448	LG9:12813195-12820356
LOC100696406	LG1:29787223-29788913
LOC100709161	LG12:6477188-6479352
LOC102077565	LG19:21752765-21757730
LOC100699534	LG20:8997181-9015996
LOC102078482	LG15:17563150-17569834
grk4	LG6:27179954-27229321
LOC100700684	LG19:18158084-18163438
LOC100697339	LG4:11414812-11424786
LOC100705766	LG5:25112047-25117672
LOC100697564,LOC100697106	LG22:172771-185272
hcn1	LG7:16662091-16732059
granulin	LG22:25069189-25070956
LOC100702261	LG12:32996370-33015121
LOC102080457	LG4:7257348-7270380
llgl1	LG4:4486366-4518155
LOC102081878	UNK80:322647-360877
LOC102082209	LG5:34566732-34569651
LOC102079601	UNK68:611071-648388
LOC100698681,LOC100709081	LG16_21:5882381-5908590
LOC102079402	LG5:19631563-19632742
LOC100708680	UNK659:97-26647
LOC100692996	LG6:8822184-8828611
LOC100698155	LG11:18436119-18445638
LOC100690383	LG5:27239474-27241804
LOC100708254	LG7:20375640-20383617
LOC102076793	UNK287:163764-171107
LOC100712226	LG7:10294393-10332995
LOC100707339	LG7:39909192-39911968
LOC100690614	UNK99:148196-154329
LOC100694309	LG7:43053768-43060796
LOC100706282	UNK2:833945-836511
LOC100704007	UNK14:458892-461472
LOC102080060	LG8_24:18560393-18563816
LOC100697817	LG12:26950595-26964863
LOC100703569	LG7:26314665-26339278
LOC102079995	LG5:23558099-23564972
LOC100697317	UNK485:62295-88996
LOC100698553	LG7:42794779-42801178
LOC102077496	LG16_21:14434921-14436546
LOC100700541	LG15:23049981-23062173
LOC102076525	UNK9:828103-847664
LOC100704382	LG20:18802756-18836780
LOC100710117	LG7:5603931-5709750
LOC100698203	LG4:18586592-18589618
LOC100690233	LG1:2864725-2874237
LOC100691029	LG6:16456956-16461383
slc34a2,LOC102078681	LG6:19037148-19049401
LOC100693488	LG18:14101357-14103785
LOC100694196	LG18:6247248-6249616
satb1	LG22:20940716-20954740
LOC102078624	LG11:9770-17839
LOC100692634	LG7:14878840-14886599
LOC102082500,LOC100710557	LG7:29695852-29703456
LOC102077889	UNK717:1756-3790
LOC100711699	LG1:4245814-4251636
LOC100711132,LOC100708452	LG16_21:24002199-24022603
LOC100690139	LG14:24341998-24342934
LOC102080947	LG4:7558753-7560580
LOC102078170	LG20:12928474-12930889
LOC102081242	LG3:16887145-16892059
LOC102082268	LG4:4796537-4813748
zbtb20	LG10:9829932-9853172
LOC100703415	LG5:17423451-17435176
LOC100697895	LG22:8861317-8863248
LOC100704590	LG15:21828365-21833650
LOC100703743	UNK21:543028-552587
LOC100710404	LG10:10096303-10097991
LOC100704167	LG5:25674521-25683733
LOC100712265	LG4:17928568-17932656
LOC102077231	UNK43:550794-551509
LOC100699639	UNK1:7147836-7149275
LOC100707441	LG23:6004497-6010228
LOC100711652	LG19:11962274-11966985
LOC100690556	LG2:21082687-21092975
LOC100712422	LG20:5318547-5319022
LOC100695967	UNK67:163698-164644
LOC100695077	UNK41:1187964-1192644
LOC100698995	UNK426:87882-96238
LOC100704882	LG16_21:17205989-17253401
LOC100707640	LG7:15985947-15986870
LOC102080389	LG22:5706826-5713388
LOC100710176	UNK31:577343-578722
LOC102077236	LG14:33176920-33180446
LOC100702108	UNK5:1976510-1984062
LOC100712295	LG14:4252257-4262767
LOC102077513	UNK149:144063-149668
LOC100709001	LG5:29515172-29567641
LOC100704696	LG19:19748389-19756537
LOC100705317	LG7:19631241-19659097
LOC100691409	LG6:27888572-27903009
LOC100701335,LOC100701062	LG8_24:12130516-12139200
LOC100710013	UNK58:806855-808697
LOC100693773	LG4:22463366-22465947
LOC100692683	LG7:38549938-38555672
LOC100709293	UNK84:788008-792729
LOC100698766	LG6:9888591-9900451
LOC100693192	LG14:18214834-18217998
LOC100707194	LG20:25898987-25916051
LOC100700228	LG6:28899638-28907197
LOC100706642	LG13:30268454-30379652
LOC100706430	LG23:2007620-2025489
LOC100710952	LG12:15535530-15540899
LOC102082346	UNK861:20-2851
LOC100700979	LG7:30097224-30114827
LOC102078645	LG13:27609821-27614871
LOC100708347	LG12:10253993-10272842
LOC100704788	LG16_21:22763803-22845955
LOC102080407	UNK71:102550-104533
LOC100710679,LOC100710945	UNK4:3280874-3309776
LOC100711405	LG22:8980935-8984180
LOC102081345,LOC100710658,LOC100707882	LG16_21:32169466-32223609
capn9	LG6:3892418-3905295
LOC102082339	UNK122:64810-69006
LOC100707365	LG8_24:26328035-26336283
LOC100692368	LG19:4115337-4143330
LOC100695991	LG8_24:18072470-18079482
LOC102079657	LG4:24262449-24265149
LOC100699385	LG1:5608977-5612203
LOC100691983	LG4:7719090-7721178
LOC102078881	LG1:26927942-27009450
LOC100694879	LG6:25189728-25202723
LOC102080652	LG14:33230936-33238994
LOC100704340	LG12:6533156-6539010
LOC100700610	LG8_24:7900553-7911412
cog8	LG1:28258209-28263554
LOC102078638,LOC100689990	LG9:12380526-12472973
csmd1	LG22:22886809-23144141
LOC102082104	UNK135:94023-95748
LOC100690119	LG8_24:23919276-23925618
LOC100698857	LG3:14955823-14965740
LOC100692652	LG2:19476136-19495385
LOC100695056	LG4:274306-278472
LOC100712017,LOC100712285	LG22:4565750-4578649
LOC100711392	LG8_24:23659008-23664790
LOC100701252	LG7:3463890-3473248
LOC102078787	UNK3287:547-1280
LOC100696911	LG16_21:13183456-13230282
LOC100706273,LOC100705487,LOC102075922	LG22:12579900-12593738
LOC102080184	LG11:2657506-2668513
LOC100696588	UNK423:118831-120308
LOC102079529	LG4:4823587-4829799
LOC100692404	LG20:8818645-8839864
LOC100703250	LG5:10824305-10838079
LOC100707726	LG5:21851359-21856953
LOC102078782	UNK394:12468-15561
LOC100705963	UNK11:1355578-1359739
LOC102083105	UNK63:360770-365265
LOC100702391	LG14:20698414-20704979
mef2a	LG7:40645908-40708041
LOC100534505	LG1:27690808-27710877
LOC100701249	LG7:877684-915800
LOC102080648	LG17:13894542-13908988
LOC102080349	UNK739:1513-15313
LOC102082030	UNK51:272650-279129
LOC100704114	LG20:18909856-18915816
LOC100699013	LG11:32115168-32164168
LOC100693997	LG11:6181934-6190162
LOC100696800	LG22:2765493-2779250
LOC100707192	LG5:22155507-22169539
LOC100692333	LG1:10926401-10936407
LOC100694428	LG16_21:6392433-6393548
LOC100705927	LG8_24:16508378-16525232
LOC100710592	LG10:2645572-2673121
LOC100697941	LG22:13909179-13914968
LOC102078417	LG18:17136648-17139714
LOC100693003	LG14:16179776-16181876
LOC100701714	LG4:17860391-17889930
LOC100694834	LG11:2820790-2833845
mmp9	LG20:26623588-26628029
LOC100707865	UNK325:130441-134008
LOC102079526	UNK10:1029860-1033881
LOC102083289	LG19:6930010-6948467
LOC100705789	LG16_21:26735933-26739402
LOC100700847	UNK8:2176659-2178619
LOC100711127	UNK6:2072239-2077399
LOC100705599	LG18:21507981-21605041
LOC100706297	UNK6:1034635-1059872
LOC100702796	LG22:12834554-12869329
LOC100706191	LG7:34106972-34119680
LOC100710924,LOC100708152,LOC102081584,LOC102081885	LG16_21:32231270-32409370
LOC102076405	UNK25:1670329-1671607
LOC100692098	LG8_24:27382623-27385153
LOC100692447	LG17:10800192-10809395
LOC100707886	LG7:21910316-21932858
LOC100701001	LG20:28538647-28546488
LOC100699633	LG23:19326769-19343918
LOC100693729,ift80	LG14:18489175-18549864
LOC100695319	LG5:35324696-35364521
LOC102077265	LG17:7764088-7765340
LOC100699647	LG19:10037547-10040963
LOC102077357	UNK193:310200-311059
LOC100692040	LG13:4024445-4115468
LOC100692094	LG6:12618604-12620747
LOC100705691	LG16_21:5131246-5132633
LOC102079490	UNK2:1655068-1671190
LOC100710777	LG3:11247663-11258819
LOC100692393	UNK112:140284-153193
nuak1	LG13:30837184-30855612
LOC100694307,cdkl5	LG23:11512762-11568364
trps1	LG22:10145024-10260382
LOC100696014	LG8_24:24915441-24928969
LOC100705947	LG17:15702520-15706963
LOC102075814	UNK439:6946-9813
LOC100696278	LG12:4932515-4936073
LOC100695090	LG18:13902147-13915619
LOC102077650	UNK532:44125-44399
LOC100709018	UNK77:637112-658131
LOC100707736	LG14:26306507-26311139
LOC100700801	LG23:20153550-20192892
LOC100699272	LG13:17318860-17333174
LOC100690362	LG8_24:14547494-14555526
LOC102083023	UNK65:158382-160805
LOC100711921	LG2:10257016-10265273
LOC102081928	LG5:36027088-36030669
LOC100702607	UNK1:7704843-7707912
vps35	UNK168:97578-121712
LOC100690555	LG2:22446189-22458348
LOC100691096	LG10:9518924-9542433
LOC100701274	LG7:19214922-19225016
LOC100691314	LG1:22288206-22328944
LOC100711958	LG7:11713194-11725543
LOC102081445	LG22:8161989-8164692
LOC100702791	LG11:33396085-33402535
LOC100694411	LG2:13965916-13972814
LOC100692277	LG11:19719159-19727748
LOC100690403	LG11:5743667-5754828
LOC100698191	LG20:8905275-8918704
LOC100691841	UNK31:398790-407536
LOC100700029	LG1:893447-904043
LOC102079493	LG4:22178036-22187214
LOC102080817	LG4:9154329-9167528
LOC102078182	LG3:17945808-17946327
LOC100695782	UNK42:200324-202844
LOC102076238	UNK1:3780456-3783181
LOC100698974	LG7:26255928-26259586
LOC102078503	LG14:5126663-5141300
LOC100695767	UNK10:1117455-1118671
LOC100706303	LG5:35491274-35492517
LOC100694785	LG14:4747890-4749801
LOC100711798	UNK197:64452-93064
LOC100707403	UNK55:792578-818429
LOC102081215,LOC102082478	LG11:20908751-20970648
LOC100707370	LG15:16398533-16408127
LOC100696937,LOC100697109,LOC100697380	LG1:29798529-29817786
LOC100701683	LG6:1041905-1049574
LOC102076466	LG12:4641144-4642931
LOC100693939	UNK3847:6-1459
LOC100699180	LG8_24:11840827-11852223
LOC100689958	UNK23:121033-126578
LOC102082053	LG2:14716595-14725732
LOC100705917	UNK388:27029-43387
LOC100706378,LOC100693694	LG2:16310491-16328014
LOC100704468	UNK65:774095-775067
LOC102075918	LG20:1908949-1998809
LOC100706541	LG22:12410861-12421504
LOC102081424	LG7:5996156-6018058
lrch3,LOC100694648	LG14:33652763-33692183
LOC100705566	LG7:31340188-31351442
LOC102077839	UNK149:84810-85353
LOC100700600	LG6:967560-994737
LOC102079363	UNK475:84260-87420
LOC100690097	LG4:23130212-23135567
LOC100706610	UNK131:464943-470898
LOC100690727	LG16_21:27993395-28002025
LOC100702625	LG2:9559951-9561607
guf1	UNK9:507260-523195
LOC100704425	UNK2:509125-517836
epha8	LG5:4028023-4171912
LOC102075641	LG4:9226843-9231526
LOC100698697	LG1:16289170-16301028
LOC100701537	LG4:20231850-20233750
LOC100695671	LG6:25382332-25383823
LOC100699301	LG7:46604115-46636781
LOC100711710	LG13:1429813-1468150
LOC100690167,LOC102081690	UNK391:90701-104935
LOC100701836	UNK5:1922398-1974804
LOC100711956	LG6:32858462-32945469
LOC100702705	LG4:25510821-25512754
LOC100690022	LG15:3311398-3316488
LOC100710163	LG13:19983359-20001045
LOC100691976	LG14:21247807-21284294
LOC102082485	LG14:32314069-32331962
LOC100710637	LG18:10071499-10078173
LOC100708068	LG4:9388584-9392980
LOC100696261	LG23:8410517-8422143
LOC100708861	LG7:3727795-3737821
LOC100700380	LG5:25045008-25058055
LOC100692054	LG14:22508048-22514155
LOC102078588	UNK292:167016-184844
LOC100708449	UNK7:1915027-1918308
LOC102078532	LG22:15629784-15632369
LOC100534511	LG12:32461780-32465081
LOC100699848	LG10:6548387-6571148
LOC100704780	LG11:12372629-12378109
LOC100697308	LG12:1730762-1753934
LOC100712393	LG14:15332371-15335813
LOC102081934,LOC100702130	LG6:11662736-11685734
LOC100712008	LG12:29241769-29277687
syncrip	LG15:6896212-6906764
LOC102076604	UNK412:64195-64935
LOC102076308	LG20:2004523-2006082
LOC102081523,LOC102082108	UNK212:92672-102431
abce1	UNK43:931131-943232
LOC100711115	LG5:1590638-1594290
LOC100695866	LG7:24883944-24895644
LOC102076115	LG22:20525954-20526785
LOC100698127	LG4:26023190-26025835
LOC100710360	LG10:4078471-4134987
LOC102078009	UNK76:163919-170136
LOC100703894	LG19:19413222-19420522
LOC100698530	UNK75:607646-650272
LOC102075587	LG17:13416559-13417301
LOC102079061,LOC102081770,LOC102081699	LG6:22487006-22552960
LOC102082598	LG5:34607250-34620383
LOC102077716	LG20:568392-583449
LOC102077224	LG12:23553066-23567463
LOC100690295	LG20:24167649-24174409
LOC100706023	LG16_21:16651886-16708162
LOC102078412	LG14:8937221-8937917
LOC100706675	LG13:19358104-19381016
LOC100709032	LG13:1236348-1264243
LOC100695508	UNK20:288815-295065
LOC100689951	LG19:74227-86223
LOC100707896	UNK2:1252205-1256982
LOC100701638	LG16_21:21840873-21842821
LOC100711329	LG10:13767425-13775434
LOC100691506	UNK368:77651-96367
LOC100692827	LG10:16446078-16554535
LOC100700885	LG7:9185850-9197772
ankrd12	LG18:19451614-19489074
LOC102076519	LG4:25739599-25743214
LOC100704689	LG19:15434640-15444326
LOC100691689,LOC102078844,LOC102078774	LG1:29056432-29249009
LOC100698482	LG19:10612499-10616011
LOC100712571	UNK16:1751038-1758051
LOC100698542	UNK190:791-13749
LOC100704511	LG11:12339327-12350279
LOC102076353	LG17:4954315-4965397
LOC102082149	LG6:20860904-20861711
LOC100694817	UNK36:782106-784141
LOC100706524	UNK651:21060-22223
LOC100698186	LG8_24:7753473-7761458
LOC100691943,LOC100692210	LG15:17381978-17425478
LOC102077131	UNK24:180124-212361
LOC102080824	UNK14:1971270-1977191
LOC100701946,LOC100701671	LG11:3189666-3201189
LOC100699342	LG19:25107130-25113606
mtm1	LG3:1033463-1064949
LOC102078303	LG5:3531398-3552099
LOC100689804,LOC100712425	LG11:28270056-28302723
LOC100693886	LG8_24:24505346-24507030
LOC100706313	LG5:28871169-28898176
LOC100709153	LG13:30207083-30266970
LOC100710586	LG19:20461962-20495680
LOC100704354	LG16_21:5168617-5170046
LOC102079103	LG6:27921069-27927008
LOC100703934	UNK83:368150-369950
LOC100697364	LG19:1472140-1476534
LOC100706773	LG4:3767515-3773492
LOC100708091	LG16_21:5019242-5020440
LOC102080131	UNK668:22328-32288
LOC100690711	UNK541:18951-44593
LOC100690872	LG12:1318867-1327022
LOC100704173	UNK6:775033-789071
LOC100701692	UNK151:172660-183262
LOC100697312	LG8_24:2745845-2810424
LOC100694041	LG8_24:13835521-13878876
LOC100691462	LG5:27640420-27642873
LOC100712149	LG5:31195020-31199195
LOC100694641	LG17:9600440-9603325
LOC100697190	LG20:15717876-15722096
LOC102083178	LG5:4652295-4652547
LOC102075811	UNK310:27908-38455
LOC100689919	LG5:8780260-8790147
LOC100691275	LG17:15958603-15994688
LOC102080269	LG20:18964574-18972798
LOC100695331	UNK17:1291362-1307956
LOC100693030	UNK54:1042640-1053142
LOC102083143	LG13:2271185-2273521
LOC100694923	LG9:18772164-18784237
LOC100694574	LG7:1942401-1953465
LOC100693206	UNK101:269664-283930
LOC102076729	UNK1302:1533-6032
LOC100698499	UNK6:2173921-2187355
LOC102083329	LG12:12968479-12979647
LOC100706653,LOC100712013,LOC100711745	LG10:10515571-10635094
LOC100705809,LOC100707676,LOC100706070	UNK86:640355-662150
LOC100702665	LG6:27950359-27955622
LOC100708291	UNK34:134387-141459
LOC100698385	UNK478:76671-85091
LOC100700401	LG11:8881922-8885903
LOC100691211	LG11:5646812-5689303
LOC100698572	LG20:28867685-28931980
LOC100709799	UNK7:2305102-2307427
LOC100700611	UNK273:7544-25023
LOC100693956	LG16_21:28509417-28514878
LOC100704050	LG23:19444855-19449280
LOC102081974	LG23:4257191-4271951
LOC100692239	UNK715:141-4422
itga6	LG16_21:16062781-16085342
LOC100707525	LG4:17004769-17009431
LOC100697720	UNK17:2045533-2049597
usp3	LG7:38618138-38630371
LOC100692147	LG14:10089641-10111946
LOC102081323	UNK14:7993-16248
LOC102082895	LG3:1174111-1199794
LOC100711464	LG22:11371715-11374107
LOC102077359,LOC102078200	UNK224:153159-258448
LOC100693282	LG15:10357674-10364068
LOC102080449	UNK402:22068-30992
LOC100690341	LG7:678569-694394
LOC100705320	LG20:27710480-27728963
LOC100699626	UNK204:191320-197835
LOC102080023	LG12:33095661-33101259
LOC100689899	UNK237:120489-156112
LOC100693794,LOC100694066	LG20:23781240-23792340
LOC102080800	LG13:25601096-25604465
LOC100694168	LG1:872524-883108
atad2	LG11:13856913-13872893
LOC100702411	LG1:18719457-18723578
LOC102080720	UNK315:15574-34182
LOC100697053	LG4:26120977-26184039
LOC102078632	UNK77:54020-56194
LOC102079366	UNK3870:0-1367
LOC100703600	LG4:28540878-28545692
LOC100692559	LG12:26118483-26121905
LOC100699151	LG6:5373495-5377972
LOC100711270	LG23:18402842-18409414
LOC102078038	LG6:865765-890788
LOC100691437	LG23:12437446-12439789
LOC100694179	LG1:15805078-15847658
LOC100705791	LG11:6535404-6576555
LOC100698854	LG15:4742409-4772907
LOC100692045	LG20:13478227-13485957
LOC102080925	LG6:5317465-5321160
LOC100691226	LG8_24:13688974-13698775
LOC100709403	LG23:18628759-18711056
LOC102079757	UNK244:43710-50885
LOC100697391	UNK424:52265-98086
LOC102079896	UNK2833:274-1981
LOC100710701	LG2:20235678-20255099
LOC100708148	LG5:12828878-12843448
LOC100696266	LG12:9096180-9147362
LOC102076551	LG17:20347523-20368558
